Fecha registrada,Latitud Aproximada,Longitud Aproximada,Nombre del Encuestador o Encuestadora,Tipo de negocio,¿El negocio tiene reja para entrar? (¿los consumidores pueden entrar a la tienda para escoger y comprar los productos?),Nombre del negocio,Campus,Año de apertura del negocio,¿Cuántas personas trabajaron para este negocio (con o sin paga) durante el mes anterior?,¿Cuántas personas trabajaron con un salario fijo durante el último mes?,"En tres meses, ¿esperas que el número total de trabajadores del negocio aumente, disminuya o permanezca igual?","Durante el último mes, ¿tuviste más, menos, o el mismo número de clientes en tu negocio?","¿Esperas que en tres meses tengas más, menos o el mismo número de clientes en tu negocio?","¿Tus ventas actuales están mejor, peor o igual en comparación con hace un mes?",¿Por qué piensas que las ventas incrementaron/disminuyeron/permanecieron igual? (opcional),"¿Esperas que las ventas de tu negocio en tres meses sean mayores, menores o iguales?","¿Durante el último mes tu nivel de inventario aumentó, disminuyó o permaneció igual?","¿Esperas que dentro de tres meses el nivel de inventario incremente, disminuya o permanezca igual?","Actualmente, ¿sientes que tu nivel de inventario es demasiado grande, muy poco o está en su nivel correcto?","En promedio, ¿el precio de venta de los productos que vende este establecimiento aumentó, bajó o permaneció igual a hace un mes?","¿Dentro de tres meses, esperas que los precios de los productos que vendes aumenten, disminuyan o permanezcan igual?",Qué tanto impacta a tu negocio: - El crimen,Qué tanto impacta a tu negocio: - La falta de crédito,Qué tanto impacta a tu negocio: - El incremento en el precio de los bienes,Qué tanto impacta a tu negocio: - La competencia,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Bancos,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Proveedores,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Familia,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Gobierno,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Ahorros populares (tandas),¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Crédito privado,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? Otro (OPCIONAL),¿Cuál es la razón principal por la que tu negocio no tiene un crédito bancario?,"Asume que tienes los medios para hacer crecer tu negocio, ¿quisieras que tu negocio creciera? (por ejemplo, con más empleados, más productos, un local más grande)",¿Cuál es la razón principal por la que no quieres que tu negocio crezca?,¿Cuál sería el salario mensual más bajo que estaría dispuesto a aceptar para cerrar el negocio y,Horario de apertura,Horario de cierre,Sexo del dueño o dueña,¿El local de su negocio es rentado o propio?,Educación del dueño,Edad del dueño o dueña
09/11/2024 12:26,19.536,-99.1441,Carlo Vela ,Miscelanea o Tienda de Abarrotes,Sí,Caryver,Ciudad de México,2015,2,1,Permanezca igual,Menos,Más,Peor,Por el clima,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Algo,Mucho,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,8000,12:00 p. m.,08:00 p. m.,Hombre,Rentado,Preparatoria,De 21 a 30
09/11/2024 12:28,20.9981,-101.621,G,Fondita/Mini Resutaurante,Sí,D,León,2016,4,4,Permanezca igual,Más,Más,Mejor,Hay más productos,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Moderado,Moderado,Poco,No,No,Sí,No,No,No,Solo de la familia,Los procedimientos para aplicar son complicados,Sí,,"$7,000.00 ",08:00 a. m.,08:00 p. m.,Mujer,Rentado,Universidad y más,De 31 a 40
09/11/2024 13:19,19.6937,-99.228,Sofia Ventura,Fondita/Mini Resutaurante,No,Natia Inmobiliaria CP de CV,Estado de México,2015,10,3,Aumente,Más,Más,Igual,porque apenas se está reactivando,Mayores,Permaneció igual,Disminuya,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Nada,Mucho,Mucho,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,,09:00 a. m.,06:00 p. m.,Mujer,Propio,Universidad y más,De 51 a 60
09/11/2024 13:30,19.6937,-99.228,Sofia Ventura,Fondita/Mini Resutaurante,No,NTI SA de CV,Santa Fe,2022,9,6,Permanezca igual,Más,Más,Mejor,,Mayores,Disminuyó,Permanezca igual,Demsiado grande,Permaneció igual,Aumenten,Algo,Nada,Algo,Mucho,Sí,Sí,No,No,No,No,,No necesito un crédito,Sí,,,09:00 a. m.,06:00 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
09/11/2024 13:41,19.4203,-99.1193,Carlo Vela ,Miscelanea o Tienda de Abarrotes,No,Cabanzo,Ciudad de México,2004,3,3,Permanezca igual,Igual,Más,Igual,Los precios no varían ,Iguales,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Moderado,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,N/A,08:00 a. m.,08:30 p. m.,Hombre,Rentado,Preparatoria,De 41 a 50
09/11/2024 14:00,19.4203,-99.1193,Carlo Vela,Miscelanea o Tienda de Abarrotes,No,Génesis,Ciudad de México,2001,2,0,Aumente,Más,Más,Mejor,Hay mejor control de inventario y mayor producto ,Mayores,Aumentó,Incremente,Muy poco,Aumentó,Permanezcan igual,Mucho,Nada,Nada,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,N/A,08:30 a. m.,10:30 p. m.,Preferencia de no especificar,Propio,Universidad y más,De 41 a 50
09/11/2024 14:27,19.4203,-99.1193,Carlo Vela ,Fondita/Mini Resutaurante,No,Servicio de comida ,Ciudad de México,1980,2,2,Permanezca igual,Igual,El mismo número de clientes,Igual,Por la situación económica ,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Algo,Moderado,No,No,No,No,No,No,,No necesito un crédito,Sí,,N/A,09:30 a. m.,06:00 p. m.,Hombre,Propio,Preparatoria,De 51 a 60
09/11/2024 14:37,19.379,-99.0467,CCM 336 E3 Mario Cabrera Meza,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes El Grillo,Ciudad de México,2014,4,4,Permanezca igual,Igual,El mismo número de clientes,Igual,Se vendiron los mismos productos a la misma cantidad de personas de los meses anteriores,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Algo,Mucho,Algo,Sí,No,No,No,No,Sí,,Los procedimientos para aplicar son complicados,Sí,,Sin respuesta,07:00 a. m.,08:00 p. m.,Hombre,Rentado,Secundaria,De 41 a 50
09/11/2024 14:44,19.379,-99.0467,CCM 336 E3 Mario Cabrera Meza,Fondita/Mini Resutaurante,No,Super Cocina del Valle,Ciudad de México,2010,10,10,Permanezca igual,Igual,El mismo número de clientes,Mejor,"Los fines de semana casi no recibían gente, era más entre semana por el tema de las oficinas. Pero ahora abren fines de semana y sus ingresos han mejorado.",Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Moderado,Mucho,Moderado,Sí,Sí,No,No,No,Sí,,No necesito un crédito,Sí,,Sin respuesta,08:00 a. m.,04:30 p. m.,Mujer,Rentado,Preparatoria,De 41 a 50
09/11/2024 14:51,19.379,-99.0467,CCM 336 E3 Mario Cabrera Meza,Pollería,No,Pollería la Victoria,Ciudad de México,2009,3,3,Permanezca igual,Igual,El mismo número de clientes,Igual,Se sigue vendiendo los mismos productos pero hay ocasiones donde la venta es menor.,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Bajó,Permanezcan igual,Poco,Mucho,Mucho,Mucho,Sí,Sí,Sí,No,No,Sí,,Los requerimientos de garantía son muy altos,No,Porque sería muy complicado administrarlo,"70,000",08:00 a. m.,07:00 p. m.,Hombre,Rentado,Secundaria,De 51 a 60
09/11/2024 15:15,20.671,-103.3299,José Enrique Cervantes Torres ,Miscelanea o Tienda de Abarrotes,No,Frutería Hernández ,León,2015,8,3,Aumente,Más,Más,Mejor,,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Mucho,Nada,Moderado,Moderado,No,No,No,No,No,No,,No creo que me lo aprobarían,Sí,,15000,08:00 a. m.,03:00 p. m.,Hombre,Propio,Secundaria,De 51 a 60
09/11/2024 15:15,19.101,-96.1021,CCM 336 E1 Pablo Garrido,Tortillería,Sí,El morro,Ciudad de México,2001,5,5,Permanezca igual,Más,Más,Mejor,,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Nada,Mucho,Algo,No,Sí,Sí,No,Sí,No,,No necesito un crédito,Sí,,21000,09:30 a. m.,06:00 p. m.,Mujer,Propio,Preparatoria,De 31 a 40
09/11/2024 15:45,19.379,-99.0467,Carlos Ángel Torres Rodríguez,Cafetería,No,Hector´s Café ,Ciudad de México,2024,5,3,Permanezca igual,Menos,Más,Peor,Porque las personas no tienen dinero,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Mucho,Mucho,Nada,No,No,Sí,No,No,Sí,,No necesito un crédito,Sí,,"40,000",09:00 a. m.,01:30 p. m.,Hombre,Rentado,Universidad y más,De 21 a 30
09/11/2024 16:22,19.379,-99.0467,Carlos Ángel Torres Rodríguez,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Don Goyo,Ciudad de México,2010,4,4,Permanezca igual,Igual,Más,Igual,Apenas comienza el fin de año y es donde las ventas aumentan,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Moderado,Mucho,Mucho,Mucho,No,Sí,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,"20,000",08:00 a. m.,11:00 p. m.,Mujer,Rentado,Secundaria,De 41 a 50
09/11/2024 16:28,19.379,-99.0467,Carlos Ángel Torres Rodríguez,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Rocky,Ciudad de México,2010,5,4,Permanezca igual,Menos,Más,Igual,,Mayores,Disminuyó,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Algo,Moderado,Algo,Poco,No,Sí,Sí,No,No,No,,No creo que me lo aprobarían,Sí,,"20,000",08:00 a. m.,10:30 p. m.,Mujer,Rentado,Preparatoria,De 41 a 50
09/11/2024 16:39,21.0891,-101.6389,Santiago Miranda González ,Miscelanea o Tienda de Abarrotes,No,San Jorge Abarrotes ,León,2005,3,3,Aumente,Más,Más,Mejor,La atención que se le brinda al cliente.,Mayores,Disminuyó,Disminuya,En su nivel correcto,Aumentó,Disminuyan,Poco,Moderado,Moderado,Moderado,No,,No,,No,No,Ninguna ,Las tasas de interés son muy altas,No,Porque tendría que hacer trámites muy costosos,"25,000",08:30 a. m.,05:00 p. m.,Preferencia de no especificar,Rentado,Preparatoria,De 31 a 40
09/11/2024 16:45,19.379,-99.0467,Carlos Ángel Torres Rodríguez,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Recaudaría ,Ciudad de México,1990,3,3,Permanezca igual,Igual,Más,Igual,,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Algo,Algo,Algo,No,Sí,No,No,No,No,,No creo que me lo aprobarían,Sí,,"30,000",08:30 a. m.,11:00 p. m.,Mujer,Rentado,Secundaria,De 51 a 60
09/11/2024 16:50,21.0891,-101.6389,Santiago Miranda González ,Verdulería o Frutería,No,Un Rincón de Veracruz ,León,2015,0 - Sólo trabaja el dueño o dueña,3,Permanezca igual,Menos,Más,Peor,Economia,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Disminuyan,Nada,Nada,Poco,Moderado,No,No,No,No,No,No,,Los procedimientos para aplicar son complicados,Sí,,40 mil al mes,08:00 a. m.,06:00 p. m.,Hombre,Propio,Preparatoria,De 31 a 40
09/11/2024 16:58,19.4129,-99.1478,Paulina,Cremería,Sí,El Modelo,Ciudad de México,2000,3,3,Permanezca igual,Menos,Más,Peor,"Incetidumbre pais, variable, circilantev",Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Mucho,Mucho,No,Sí,No,No,No,No,,No necesito un crédito,No,Porque tendría que pagar más impuestos,.,09:30 a. m.,07:00 p. m.,Mujer,Propio,Universidad y más,De 41 a 50
09/11/2024 17:02,21.0891,-101.6389,Santiago Miranda González ,Cafetería,No,KETO ENJOY EATING LOVERS,León,2021,2,2,Permanezca igual,Menos,Más,Peor,Los meces más flojos son partir de sep,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Nada,Nada,Moderado,Nada,No,No,No,No,No,No,,Las tasas de interés son muy altas,Sí,,50 .000 al mes,09:30 a. m.,07:30 p. m.,Mujer,Propio,Universidad y más,De 41 a 50
09/11/2024 17:03,19.4129,-99.1478,Paulina,Miscelanea o Tienda de Abarrotes,Sí,Super 2000,Ciudad de México,2011,3,3,Permanezca igual,Menos,Más,Igual,,Mayores,Disminuyó,Incremente,Muy poco,Aumentó,Permanezcan igual,Poco,Nada,Mucho,Mucho,Sí,Sí,No,No,No,No,,No necesito un crédito,Sí,,6000,09:00 a. m.,08:00 p. m.,Hombre,Rentado,Universidad y más,De 21 a 30
09/11/2024 17:10,19.4129,-99.1478,Paulina ,Pollería,Sí,El milagro,Ciudad de México,1980,1,1,Permanezca igual,Igual,Más,Igual,Economia ,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Algo,Algo,Poco,No,Sí,No,No,No,Sí,,No necesito un crédito,Sí,,4000,08:00 a. m.,05:00 p. m.,Hombre,Rentado,Primaria,De 41 a 50
09/11/2024 17:17,19.4129,-99.1478,Paulina,Fondita/Mini Resutaurante,Sí,Qcafe,Ciudad de México,2022,6,6,Permanezca igual,Más,Más,Igual,Locacion fiestadades ,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Moderado,Moderado,Moderado,Sí,Sí,No,No,No,No,,Las tasas de interés son muy altas,Sí,,3000,08:00 a. m.,09:00 p. m.,Mujer,Rentado,Universidad y más,De 21 a 30
09/11/2024 17:22,19.4129,-99.1478,Paulina,Fondita/Mini Resutaurante,Sí,Brewklyn,Ciudad de México,2021,6,6,Permanezca igual,Igual,Más,Igual,,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Disminuyan,Nada,Nada,Poco,Poco,Sí,No,No,No,No,No,,No creo que me lo aprobarían,Sí,,8500,08:00 a. m.,08:00 p. m.,Hombre,Propio,Universidad y más,De 21 a 30
09/11/2024 17:32,19.4129,-99.1478,Paulina ,Fondita/Mini Resutaurante,Sí,La Pacheca Birria,Ciudad de México,2021,3,3,Permanezca igual,Menos,Más,Peor,Costoa de bienes ,Mayores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Mucho,Mucho,Moderado,Sí,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,200 al día,09:00 a. m.,05:00 p. m.,Hombre,Propio,Preparatoria,De 31 a 40
09/11/2024 17:38,19.4129,-99.1478,paulina,Tortillería,No,Hoal,Ciudad de México,2022,2,6,Permanezca igual,Menos,Menos,Peor,Bsbdb,Menores,Permaneció igual,Disminuya,Muy poco,Bajó,Disminuyan,Moderado,Moderado,Moderado,Poco,No,No,Sí,Sí,Sí,Sí,Esta encuenta era dw prueba NO TENER en cuenta,No me queda cerca algún banco,Sí,,,10:00 a. m.,02:30 p. m.,Preferencia de no especificar,Propio,Universidad y más,De 41 a 50
09/11/2024 17:45,19.4129,-99.1478,Paulina ,Fondita/Mini Resutaurante,Sí,Los Jochos,Ciudad de México,2024,4,4,Permanezca igual,Igual,Más,Igual,,Iguales,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Poco,Algo,No,No,No,No,No,No,,No creo que me lo aprobarían,Sí,,8000,02:00 p. m.,11:00 p. m.,Mujer,Rentado,Universidad y más,De 41 a 50
09/11/2024 17:52,19.4129,-99.1478,Paulina ,Miscelanea o Tienda de Abarrotes,No,La providencia,Ciudad de México,1980,2,2,Permanezca igual,Menos,Menos,Igual,,Iguales,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Algo,Mucho,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,No serían,09:00 a. m.,08:00 p. m.,Mujer,Propio,Universidad y más,De 41 a 50
09/11/2024 17:53,19.3143,-99.1271,CCM 335 E5 Leonardo Valero Perales,Fondita/Mini Resutaurante,Sí,Rosso di Sera,Ciudad de México,2019,5,4,Permanezca igual,Menos,Más,Peor,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Poco,Mucho,Algo,Sí,No,Sí,No,No,No,,No necesito un crédito,Sí,,"1,000,000",01:00 p. m.,06:00 p. m.,Hombre,Rentado,Universidad y más,De 51 a 60
09/11/2024 18:09,19.4129,-99.1478,Paulina,Cafetería,Sí,El Café-to,Ciudad de México,2000,10,10,Aumente,Más,Más,Igual,,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Moderado,Nada,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,.,09:00 a. m.,10:00 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
09/11/2024 18:14,19.4129,-99.1478,Paulina,Fondita/Mini Resutaurante,Sí,Juli's,Ciudad de México,2010,2,2,Permanezca igual,Menos,Más,Peor,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Poco,Algo,Moderado,No,No,No,No,No,No,,No necesito un crédito,Sí,,.,01:00 p. m.,10:00 p. m.,Mujer,Rentado,Universidad y más,De 31 a 40
09/11/2024 18:21,19.379,-99.0467,Carlos Ángel Torres Rodríguez,Miscelanea o Tienda de Abarrotes,Sí,"Abarrotes ""El cofre""",Ciudad de México,1984,5,5,Permanezca igual,Igual,Más,Mejor,"Quien sabe, tal vez porque la gente ya tiene dinero",Iguales,Disminuyó,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Poco,Nada,Poco,Moderado,Sí,No,No,No,No,No,,No necesito un crédito,Sí,,"15,000",07:30 a. m.,10:00 p. m.,Mujer,Rentado,Preparatoria,De 41 a 50
09/11/2024 18:21,19.4129,-99.1478,Paulina,Cafetería,Sí,Serena,Ciudad de México,1980,10,10,Aumente,Más,Más,Mejor,Temprada alta,Menores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Moderado,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,15000,08:00 a. m.,08:00 p. m.,Hombre,Rentado,Preparatoria,De 21 a 30
09/11/2024 18:24,19.379,-99.0467,Carlos Ángel Torres Rodríguez,Miscelanea o Tienda de Abarrotes,Sí,Miscelanea Adela,Ciudad de México,1997,6,5,Disminuya,Menos,Más,Peor,,Mayores,Aumentó,Disminuya,Demsiado grande,Permaneció igual,Permanezcan igual,Poco,Algo,Nada,Moderado,No,Sí,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,"18,000",08:00 a. m.,11:00 p. m.,Mujer,Propio,Preparatoria,De 41 a 50
09/11/2024 18:38,19.4129,-99.1478,Paulina,Cafetería,No,Mixquito,Ciudad de México,2021,3,3,Permanezca igual,Más,Más,Mejor,Temporada,Menores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Poco,Algo,Mucho,No,No,No,No,No,No,,No creo que me lo aprobarían,Sí,,13000,12:00 p. m.,09:30 p. m.,Mujer,Rentado,Preparatoria,De 31 a 40
09/11/2024 18:48,19.4129,-99.1478,Paulina ,Cremería,Sí,Ruta Gourmet,Ciudad de México,2024,3,3,Aumente,Más,Más,Mejor,Temporada alta,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Moderado,Nada,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,60000,08:00 a. m.,07:00 p. m.,Mujer,Rentado,Universidad y más,De 31 a 40
09/11/2024 18:52,19.4129,-99.1478,Paulina ,Dulcería,Sí,CASA TAPIA,Ciudad de México,1986,3,3,Aumente,Más,Más,Igual,"Halloween bien mes, va a bajar",Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Nada,Sí,Sí,No,No,No,No,,Los procedimientos para aplicar son complicados,Sí,,5000,08:00 a. m.,07:00 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
09/11/2024 19:13,19.407,-99.045,Abel Emiliano Pérez Jiménez,Miscelanea o Tienda de Abarrotes,No,"Abarrotes ""El Guero""",Ciudad de México,2001,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Igual,El mismo número de clientes,Mejor,Localización,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Poco,Poco,Poco,No,No,No,No,Sí,No,,No necesito un crédito,Sí,,20000,08:00 a. m.,08:00 p. m.,Hombre,Propio,Preparatoria,Más de 60
09/11/2024 19:17,19.407,-99.045,Abel Emiliano Pérez Jiménez,Fondita/Mini Resutaurante,Sí,"Taquería ""Los Tocayos""",Ciudad de México,2010,10,10,Permanezca igual,Igual,Más,Igual,Localización,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Poco,No,No,No,No,No,No,,No necesito un crédito,Sí,,70000,03:00 p. m.,01:00 p. m.,Hombre,Propio,Universidad y más,De 41 a 50
09/11/2024 19:19,19.407,-99.045,Abel Emiliano Pérez Jiménez,Miscelanea o Tienda de Abarrotes,Sí,El Galán,Ciudad de México,2009,4,4,Permanezca igual,Igual,El mismo número de clientes,Igual,Localización,Iguales,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Moderado,Nada,Moderado,Nada,Sí,No,No,No,No,No,,No necesito un crédito,Sí,,50000,09:00 a. m.,10:30 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
09/11/2024 19:21,19.407,-99.045,Abel Emiliano Pérez Jiménez,Fondita/Mini Resutaurante,Sí,Puerta Negra,Ciudad de México,2007,5,5,Aumente,Igual,Más,Igual,Escuelas,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,60000,09:00 a. m.,06:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
09/11/2024 19:23,19.407,-99.045,Abel Emiliano Pérez Jiménez,Verdulería o Frutería,Sí,Doña Carmen,Ciudad de México,2014,2,2,Aumente,Más,Más,Mejor,Temporada,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Nada,Algo,No,No,Sí,No,No,No,,No creo que me lo aprobarían,No,Porque tendría que hacer trámites muy costosos,25000,08:30 a. m.,04:00 p. m.,Mujer,Rentado,Preparatoria,De 41 a 50
09/11/2024 19:25,19.407,-99.045,Abel Emiliano Pérez Jiménez,Pollería,Sí,Pollos locos,Ciudad de México,2019,2,2,Permanezca igual,Igual,El mismo número de clientes,Igual,Localización,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Mucho,No,No,No,No,No,No,,No necesito un crédito,Sí,,45000,11:00 a. m.,05:00 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
09/11/2024 19:28,19.407,-99.045,Abel Emiliano Pérez Jiménez,Dulcería,Sí,Candy,Ciudad de México,2020,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Igual,El mismo número de clientes,Igual,Localización,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Poco,Poco,Poco,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,20000,09:00 a. m.,07:00 p. m.,Mujer,Propio,Preparatoria,De 31 a 40
09/11/2024 19:29,19.407,-99.045,Abel Emiliano Pérez Jiménez,Miscelanea o Tienda de Abarrotes,Sí,Lucas,Ciudad de México,2008,2,2,Aumente,Más,Más,Igual,Localización,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,45000,08:00 a. m.,11:00 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
09/11/2024 19:31,19.407,-99.045,Abel Emiliano Pérez Jiménez,Tortillería,Sí,No aplica,Ciudad de México,2000,1,1,Permanezca igual,Igual,El mismo número de clientes,Igual,Localización,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Moderado,Poco,Poco,No,No,Sí,No,Sí,No,,No necesito un crédito,Sí,,35000,08:00 a. m.,05:30 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
09/11/2024 19:33,19.407,-99.045,Abel Emiliano Pérez Jiménez,Miscelanea o Tienda de Abarrotes,Sí,Don Chuy,Ciudad de México,1996,2,2,Permanezca igual,Igual,El mismo número de clientes,Igual,Localización,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,50000,09:00 a. m.,11:00 p. m.,Hombre,Propio,Universidad y más,Más de 60
09/11/2024 19:36,20.671,-103.3299,Selma Carolina Suro Aguirre ,Carnicería,No,Carnicería Chuy,León,2021,5,5,Aumente,Igual,Más,Mejor,Por la cercanía de la carnicería ,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Mucho,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,12000,09:00 a. m.,04:00 p. m.,Mujer,Rentado,Universidad y más,Más de 60
09/11/2024 19:51,20.6288,-100.4828,Adriana Miranda Gutiérrez Vázquez ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes guerrero ,León,2018,2,1,Permanezca igual,Menos,Más,Igual,Porque son los mismos que vienen ya tengo mi clientela ,Iguales,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Poco,No,No,No,No,Sí,No,,Las tasas de interés son muy altas,No,Porque sería muy complicado administrarlo,2000,06:00 a. m.,08:30 p. m.,Hombre,Propio,Secundaria,Más de 60
09/11/2024 20:34,19.3276,-99.0713,CCM 335 E2 Rodrigo Zepeda Pérez,Miscelanea o Tienda de Abarrotes,No,Abarrotes Juan,Ciudad de México,1989,2,0,Permanezca igual,Más,Más,Igual,No ha habido mucho movimiento en la zona,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Algo,Algo,Algo,Algo,Sí,Sí,Sí,No,No,No,,Las tasas de interés son muy altas,No,Porque está satisfecho con su negocio,10000,09:00 a. m.,09:00 p. m.,Hombre,Propio,Secundaria,De 51 a 60
09/11/2024 20:37,19.3276,-99.0713,CCM 335 E2 Rodrigo Zepeda Pérez,Miscelanea o Tienda de Abarrotes,Sí,El rastro,Ciudad de México,1990,1,0,Permanezca igual,Igual,Más,Igual,Es la misma gente de la colonia,Mayores,Aumentó,Disminuya,Demsiado grande,Permaneció igual,Permanezcan igual,Poco,Moderado,Mucho,Moderado,Sí,Sí,Sí,No,,Sí,,No creo que me lo aprobarían,No,Porque sería muy complicado administrarlo,8000,09:00 a. m.,09:00 p. m.,Mujer,Propio,Primaria,Más de 60
